ablation,dataset,regime,split,seed,episodes,success,success_probability,mechanism_recall,coverage_false_negative,tail_failure,redundancy_rate,selection_cost,data_efficiency_proxy
minus_modality_coverage,bimanual_manipulation,force_tactile_gap,combined_stress,0,84,0.5952,0.5451,0.5427,0.0788,0.0918,0.1435,0.1924,0.5477
minus_modality_coverage,bimanual_manipulation,force_tactile_gap,combined_stress,1,84,0.4881,0.5351,0.5345,0.0874,0.0936,0.1451,0.1924,0.5626
minus_modality_coverage,bimanual_manipulation,force_tactile_gap,combined_stress,2,84,0.5714,0.538,0.549,0.077,0.0938,0.1455,0.1924,0.5743
minus_modality_coverage,bimanual_manipulation,force_tactile_gap,combined_stress,3,84,0.4762,0.5349,0.565,0.0848,0.0981,0.1482,0.1924,0.5709
minus_modality_coverage,bimanual_manipulation,force_tactile_gap,combined_stress,4,84,0.5476,0.5277,0.5489,0.0771,0.0908,0.1529,0.1924,0.557
minus_modality_coverage,bimanual_manipulation,force_tactile_gap,combined_stress,5,84,0.5595,0.529,0.5395,0.0894,0.0949,0.1484,0.1924,0.5587
minus_modality_coverage,bimanual_manipulation,force_tactile_gap,combined_stress,6,84,0.6071,0.5294,0.5414,0.0811,0.0997,0.1416,0.1924,0.572
minus_modality_coverage,bimanual_manipulation,recovery_gap,combined_stress,0,84,0.4762,0.5215,0.5426,0.0709,0.0976,0.1457,0.1924,0.5531
minus_modality_coverage,bimanual_manipulation,recovery_gap,combined_stress,1,84,0.4286,0.5283,0.5395,0.077,0.1052,0.1479,0.1924,0.5565
minus_modality_coverage,bimanual_manipulation,recovery_gap,combined_stress,2,84,0.5595,0.543,0.5192,0.0679,0.0983,0.1484,0.1924,0.5577
minus_modality_coverage,bimanual_manipulation,recovery_gap,combined_stress,3,84,0.5119,0.5422,0.5562,0.0715,0.0999,0.1389,0.1924,0.5478
minus_modality_coverage,bimanual_manipulation,recovery_gap,combined_stress,4,84,0.5119,0.5361,0.5343,0.074,0.101,0.1479,0.1924,0.5556
minus_modality_coverage,bimanual_manipulation,recovery_gap,combined_stress,5,84,0.5119,0.5291,0.5361,0.0698,0.097,0.1471,0.1924,0.5644
minus_modality_coverage,bimanual_manipulation,recovery_gap,combined_stress,6,84,0.5357,0.5381,0.551,0.0692,0.0941,0.1534,0.1924,0.5616
minus_modality_coverage,bimanual_manipulation,deformable_gap,combined_stress,0,84,0.5833,0.5297,0.5459,0.0749,0.1011,0.1496,0.1924,0.5576
minus_modality_coverage,bimanual_manipulation,deformable_gap,combined_stress,1,84,0.4881,0.5176,0.5288,0.0746,0.1043,0.141,0.1924,0.5663
minus_modality_coverage,bimanual_manipulation,deformable_gap,combined_stress,2,84,0.5,0.5487,0.557,0.0816,0.1029,0.1482,0.1924,0.5696
minus_modality_coverage,bimanual_manipulation,deformable_gap,combined_stress,3,84,0.631,0.5452,0.5401,0.0659,0.0845,0.1424,0.1924,0.5571
minus_modality_coverage,bimanual_manipulation,deformable_gap,combined_stress,4,84,0.5476,0.5269,0.545,0.0749,0.105,0.1497,0.1924,0.5577
minus_modality_coverage,bimanual_manipulation,deformable_gap,combined_stress,5,84,0.5714,0.5264,0.5592,0.0765,0.1003,0.1353,0.1924,0.5593
minus_modality_coverage,bimanual_manipulation,deformable_gap,combined_stress,6,84,0.5833,0.5319,0.5482,0.0738,0.0919,0.1368,0.1924,0.5465
minus_modality_coverage,bimanual_manipulation,irreversible_side_effect_gap,combined_stress,0,84,0.5357,0.5465,0.5405,0.0666,0.1029,0.1431,0.1924,0.557
minus_modality_coverage,bimanual_manipulation,irreversible_side_effect_gap,combined_stress,1,84,0.4881,0.5314,0.5221,0.0633,0.0976,0.142,0.1924,0.5802
minus_modality_coverage,bimanual_manipulation,irreversible_side_effect_gap,combined_stress,2,84,0.5952,0.5387,0.55,0.0677,0.0985,0.1523,0.1924,0.5565
minus_modality_coverage,bimanual_manipulation,irreversible_side_effect_gap,combined_stress,3,84,0.5595,0.5392,0.5374,0.0776,0.1094,0.149,0.1924,0.5524
minus_modality_coverage,bimanual_manipulation,irreversible_side_effect_gap,combined_stress,4,84,0.5,0.5244,0.5431,0.0713,0.1012,0.1487,0.1924,0.5659
minus_modality_coverage,bimanual_manipulation,irreversible_side_effect_gap,combined_stress,5,84,0.4643,0.5297,0.5545,0.0639,0.0984,0.1421,0.1924,0.5637
minus_modality_coverage,bimanual_manipulation,irreversible_side_effect_gap,combined_stress,6,84,0.4524,0.5311,0.5414,0.0742,0.0993,0.1417,0.1924,0.5535
minus_modality_coverage,bimanual_manipulation,combined_coverage_gap,combined_stress,0,84,0.5,0.502,0.5547,0.104,0.1095,0.1451,0.1924,0.5629
minus_modality_coverage,bimanual_manipulation,combined_coverage_gap,combined_stress,1,84,0.5476,0.5088,0.5466,0.0967,0.1142,0.1378,0.1924,0.5592
minus_modality_coverage,bimanual_manipulation,combined_coverage_gap,combined_stress,2,84,0.3929,0.5108,0.5622,0.1018,0.113,0.1504,0.1924,0.5706
minus_modality_coverage,bimanual_manipulation,combined_coverage_gap,combined_stress,3,84,0.5833,0.5097,0.5341,0.1018,0.1123,0.1409,0.1924,0.5601
minus_modality_coverage,bimanual_manipulation,combined_coverage_gap,combined_stress,4,84,0.4762,0.4999,0.5402,0.0992,0.1219,0.153,0.1924,0.5417
minus_modality_coverage,bimanual_manipulation,combined_coverage_gap,combined_stress,5,84,0.4881,0.5037,0.5371,0.0998,0.1081,0.1409,0.1924,0.5653
minus_modality_coverage,bimanual_manipulation,combined_coverage_gap,combined_stress,6,84,0.5238,0.515,0.5394,0.1052,0.1204,0.1445,0.1924,0.5609
minus_modality_coverage,tactile_contact_rich,nominal_coverage,combined_stress,0,84,0.4762,0.5696,0.5464,0.0402,0.0428,0.1501,0.1924,0.5583
minus_modality_coverage,tactile_contact_rich,nominal_coverage,combined_stress,1,84,0.4405,0.5553,0.5492,0.0326,0.0559,0.1493,0.1924,0.5635
minus_modality_coverage,tactile_contact_rich,nominal_coverage,combined_stress,2,84,0.619,0.5715,0.5461,0.0278,0.0601,0.1473,0.1924,0.5636
minus_modality_coverage,tactile_contact_rich,nominal_coverage,combined_stress,3,84,0.631,0.5737,0.5573,0.0287,0.0502,0.1437,0.1924,0.548
minus_modality_coverage,tactile_contact_rich,nominal_coverage,combined_stress,4,84,0.5833,0.5756,0.5519,0.0242,0.0524,0.1414,0.1924,0.5638
minus_modality_coverage,tactile_contact_rich,nominal_coverage,combined_stress,5,84,0.5119,0.5555,0.544,0.033,0.0481,0.1437,0.1924,0.5472
minus_modality_coverage,tactile_contact_rich,nominal_coverage,combined_stress,6,84,0.5476,0.5691,0.5607,0.0343,0.0558,0.1515,0.1924,0.545
minus_modality_coverage,tactile_contact_rich,contact_transition_gap,combined_stress,0,84,0.5476,0.5323,0.5664,0.0786,0.0873,0.1401,0.1924,0.5672
minus_modality_coverage,tactile_contact_rich,contact_transition_gap,combined_stress,1,84,0.5595,0.5283,0.5405,0.0873,0.0903,0.1414,0.1924,0.5726
minus_modality_coverage,tactile_contact_rich,contact_transition_gap,combined_stress,2,84,0.5119,0.528,0.5468,0.0907,0.0906,0.1454,0.1924,0.5533
minus_modality_coverage,tactile_contact_rich,contact_transition_gap,combined_stress,3,84,0.4881,0.5249,0.542,0.0896,0.0973,0.1414,0.1924,0.5557
minus_modality_coverage,tactile_contact_rich,contact_transition_gap,combined_stress,4,84,0.5714,0.5331,0.5366,0.0864,0.0931,0.1463,0.1924,0.5778
minus_modality_coverage,tactile_contact_rich,contact_transition_gap,combined_stress,5,84,0.5357,0.5213,0.545,0.0846,0.0948,0.1427,0.1924,0.5592
minus_modality_coverage,tactile_contact_rich,contact_transition_gap,combined_stress,6,84,0.5476,0.5288,0.5255,0.0853,0.0941,0.1458,0.1924,0.5554
minus_modality_coverage,tactile_contact_rich,force_tactile_gap,combined_stress,0,84,0.5714,0.5035,0.5551,0.1274,0.104,0.1465,0.1924,0.5701
minus_modality_coverage,tactile_contact_rich,force_tactile_gap,combined_stress,1,84,0.4405,0.4927,0.5449,0.1195,0.1003,0.148,0.1924,0.5589
minus_modality_coverage,tactile_contact_rich,force_tactile_gap,combined_stress,2,84,0.4405,0.5004,0.5536,0.1316,0.1078,0.1403,0.1924,0.5443
minus_modality_coverage,tactile_contact_rich,force_tactile_gap,combined_stress,3,84,0.5,0.4947,0.5548,0.1284,0.1037,0.1467,0.1924,0.5679
minus_modality_coverage,tactile_contact_rich,force_tactile_gap,combined_stress,4,84,0.5,0.5065,0.5452,0.1294,0.1044,0.1468,0.1924,0.5639
minus_modality_coverage,tactile_contact_rich,force_tactile_gap,combined_stress,5,84,0.5357,0.4856,0.5309,0.1342,0.0994,0.1491,0.1924,0.5639
minus_modality_coverage,tactile_contact_rich,force_tactile_gap,combined_stress,6,84,0.4762,0.4967,0.5534,0.1365,0.0925,0.1446,0.1924,0.565
minus_modality_coverage,tactile_contact_rich,recovery_gap,combined_stress,0,84,0.5238,0.5047,0.5435,0.1018,0.0947,0.1416,0.1924,0.5576
minus_modality_coverage,tactile_contact_rich,recovery_gap,combined_stress,1,84,0.4405,0.51,0.5413,0.1065,0.1045,0.1388,0.1924,0.5615
minus_modality_coverage,tactile_contact_rich,recovery_gap,combined_stress,2,84,0.4048,0.5093,0.5503,0.1024,0.1036,0.1454,0.1924,0.5544
minus_modality_coverage,tactile_contact_rich,recovery_gap,combined_stress,3,84,0.5357,0.5188,0.5472,0.1028,0.1043,0.1526,0.1924,0.5819
minus_modality_coverage,tactile_contact_rich,recovery_gap,combined_stress,4,84,0.5119,0.5127,0.5414,0.1047,0.1017,0.1461,0.1924,0.5749
minus_modality_coverage,tactile_contact_rich,recovery_gap,combined_stress,5,84,0.5119,0.5154,0.5253,0.0955,0.098,0.144,0.1924,0.5644
minus_modality_coverage,tactile_contact_rich,recovery_gap,combined_stress,6,84,0.5476,0.5143,0.5339,0.1005,0.0957,0.1392,0.1924,0.5689
minus_modality_coverage,tactile_contact_rich,deformable_gap,combined_stress,0,84,0.6071,0.5035,0.5268,0.1105,0.1115,0.1493,0.1924,0.5571
minus_modality_coverage,tactile_contact_rich,deformable_gap,combined_stress,1,84,0.5357,0.5211,0.5253,0.108,0.1027,0.1431,0.1924,0.5599
minus_modality_coverage,tactile_contact_rich,deformable_gap,combined_stress,2,84,0.6071,0.511,0.5368,0.1054,0.1084,0.1522,0.1924,0.5532
minus_modality_coverage,tactile_contact_rich,deformable_gap,combined_stress,3,84,0.4643,0.5042,0.5569,0.1097,0.1066,0.1467,0.1924,0.5649
minus_modality_coverage,tactile_contact_rich,deformable_gap,combined_stress,4,84,0.5,0.5062,0.5435,0.1085,0.1033,0.1487,0.1924,0.5546
minus_modality_coverage,tactile_contact_rich,deformable_gap,combined_stress,5,84,0.4881,0.4979,0.5318,0.1084,0.1059,0.1474,0.1924,0.5668
minus_modality_coverage,tactile_contact_rich,deformable_gap,combined_stress,6,84,0.5,0.4942,0.5523,0.1079,0.1126,0.1506,0.1924,0.5596
minus_modality_coverage,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,0,84,0.5,0.5107,0.547,0.1058,0.1035,0.1447,0.1924,0.5542
minus_modality_coverage,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,1,84,0.5952,0.5167,0.5538,0.099,0.1029,0.1456,0.1924,0.5569
minus_modality_coverage,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,2,84,0.5595,0.5099,0.5464,0.1092,0.102,0.1435,0.1924,0.5617
minus_modality_coverage,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,3,84,0.5952,0.5144,0.5465,0.0932,0.1014,0.1464,0.1924,0.5615
minus_modality_coverage,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,4,84,0.6071,0.515,0.5524,0.1019,0.1092,0.1423,0.1924,0.5701
minus_modality_coverage,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,5,84,0.4762,0.5047,0.5306,0.1081,0.104,0.1489,0.1924,0.5631
minus_modality_coverage,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,6,84,0.4524,0.5127,0.5414,0.0969,0.1003,0.1461,0.1924,0.5711
minus_modality_coverage,tactile_contact_rich,combined_coverage_gap,combined_stress,0,84,0.5,0.4739,0.5587,0.1477,0.1114,0.1435,0.1924,0.5682
minus_modality_coverage,tactile_contact_rich,combined_coverage_gap,combined_stress,1,84,0.4643,0.4658,0.5568,0.1526,0.1161,0.1396,0.1924,0.5571
minus_modality_coverage,tactile_contact_rich,combined_coverage_gap,combined_stress,2,84,0.4405,0.4681,0.5337,0.1583,0.1218,0.1378,0.1924,0.5596
minus_modality_coverage,tactile_contact_rich,combined_coverage_gap,combined_stress,3,84,0.4286,0.4684,0.5354,0.1505,0.1198,0.1485,0.1924,0.5754
minus_modality_coverage,tactile_contact_rich,combined_coverage_gap,combined_stress,4,84,0.4286,0.4704,0.5286,0.1502,0.1209,0.1409,0.1924,0.5653
minus_modality_coverage,tactile_contact_rich,combined_coverage_gap,combined_stress,5,84,0.5476,0.4755,0.5362,0.1472,0.1127,0.1471,0.1924,0.5639
minus_modality_coverage,tactile_contact_rich,combined_coverage_gap,combined_stress,6,84,0.5238,0.4832,0.5382,0.1618,0.1232,0.1454,0.1924,0.5597
minus_modality_coverage,deformable_objects,nominal_coverage,combined_stress,0,84,0.6548,0.5664,0.55,0.0348,0.052,0.1468,0.1924,0.5422
minus_modality_coverage,deformable_objects,nominal_coverage,combined_stress,1,84,0.6071,0.5616,0.5331,0.0382,0.0522,0.1331,0.1924,0.5682
minus_modality_coverage,deformable_objects,nominal_coverage,combined_stress,2,84,0.6667,0.5675,0.5301,0.0273,0.0523,0.1396,0.1924,0.5724
minus_modality_coverage,deformable_objects,nominal_coverage,combined_stress,3,84,0.5357,0.5696,0.559,0.0378,0.0508,0.1447,0.1924,0.5521
minus_modality_coverage,deformable_objects,nominal_coverage,combined_stress,4,84,0.5595,0.5596,0.5377,0.0329,0.0447,0.1454,0.1924,0.5656
minus_modality_coverage,deformable_objects,nominal_coverage,combined_stress,5,84,0.6429,0.5644,0.5591,0.0386,0.0501,0.149,0.1924,0.5757
minus_modality_coverage,deformable_objects,nominal_coverage,combined_stress,6,84,0.6429,0.5566,0.5536,0.0341,0.0519,0.1497,0.1924,0.5606
minus_modality_coverage,deformable_objects,contact_transition_gap,combined_stress,0,84,0.5238,0.5357,0.5536,0.0794,0.0872,0.151,0.1924,0.5569
minus_modality_coverage,deformable_objects,contact_transition_gap,combined_stress,1,84,0.5,0.5299,0.547,0.081,0.0965,0.1461,0.1924,0.5638
minus_modality_coverage,deformable_objects,contact_transition_gap,combined_stress,2,84,0.5476,0.5217,0.5382,0.0766,0.1023,0.1472,0.1924,0.5683
minus_modality_coverage,deformable_objects,contact_transition_gap,combined_stress,3,84,0.5714,0.514,0.5636,0.0814,0.0999,0.1495,0.1924,0.5738
minus_modality_coverage,deformable_objects,contact_transition_gap,combined_stress,4,84,0.5,0.5215,0.5284,0.0797,0.0884,0.1409,0.1924,0.5559
minus_modality_coverage,deformable_objects,contact_transition_gap,combined_stress,5,84,0.5833,0.5274,0.5395,0.0709,0.0958,0.1484,0.1924,0.5577
minus_modality_coverage,deformable_objects,contact_transition_gap,combined_stress,6,84,0.6071,0.5365,0.5609,0.077,0.09,0.1497,0.1924,0.5605
minus_modality_coverage,deformable_objects,force_tactile_gap,combined_stress,0,84,0.4524,0.5043,0.547,0.1121,0.0991,0.1416,0.1924,0.5649
minus_modality_coverage,deformable_objects,force_tactile_gap,combined_stress,1,84,0.5357,0.5071,0.5619,0.1073,0.0934,0.1496,0.1924,0.5557
minus_modality_coverage,deformable_objects,force_tactile_gap,combined_stress,2,84,0.5833,0.5126,0.5489,0.1131,0.0985,0.1471,0.1924,0.5416
minus_modality_coverage,deformable_objects,force_tactile_gap,combined_stress,3,84,0.631,0.501,0.5676,0.1096,0.0899,0.1459,0.1924,0.5658
minus_modality_coverage,deformable_objects,force_tactile_gap,combined_stress,4,84,0.5119,0.5103,0.5352,0.1152,0.0968,0.1428,0.1924,0.5544
minus_modality_coverage,deformable_objects,force_tactile_gap,combined_stress,5,84,0.5,0.5063,0.5585,0.1047,0.0966,0.1445,0.1924,0.5537
minus_modality_coverage,deformable_objects,force_tactile_gap,combined_stress,6,84,0.5119,0.5002,0.5572,0.1131,0.1006,0.1468,0.1924,0.5635
minus_modality_coverage,deformable_objects,recovery_gap,combined_stress,0,84,0.4524,0.5039,0.5332,0.0941,0.1026,0.1474,0.1924,0.5735
minus_modality_coverage,deformable_objects,recovery_gap,combined_stress,1,84,0.4762,0.5045,0.5674,0.0956,0.1058,0.1495,0.1924,0.5661
minus_modality_coverage,deformable_objects,recovery_gap,combined_stress,2,84,0.5357,0.5148,0.5568,0.0967,0.0976,0.1475,0.1924,0.5522
minus_modality_coverage,deformable_objects,recovery_gap,combined_stress,3,84,0.4286,0.4942,0.5405,0.0948,0.1088,0.1424,0.1924,0.5528
minus_modality_coverage,deformable_objects,recovery_gap,combined_stress,4,84,0.4524,0.4985,0.5449,0.0985,0.1087,0.1439,0.1924,0.5511
minus_modality_coverage,deformable_objects,recovery_gap,combined_stress,5,84,0.5119,0.516,0.5436,0.0933,0.0997,0.1396,0.1924,0.5653
minus_modality_coverage,deformable_objects,recovery_gap,combined_stress,6,84,0.5119,0.5242,0.5493,0.0957,0.1095,0.1453,0.1924,0.5515
minus_modality_coverage,deformable_objects,deformable_gap,combined_stress,0,84,0.5119,0.5046,0.5493,0.1052,0.1079,0.1466,0.1924,0.5665
minus_modality_coverage,deformable_objects,deformable_gap,combined_stress,1,84,0.5,0.5113,0.5602,0.1111,0.0948,0.1422,0.1924,0.5642
minus_modality_coverage,deformable_objects,deformable_gap,combined_stress,2,84,0.5476,0.4981,0.5498,0.1075,0.0992,0.1444,0.1924,0.5552
minus_modality_coverage,deformable_objects,deformable_gap,combined_stress,3,84,0.5714,0.504,0.5321,0.1127,0.1074,0.1426,0.1924,0.5503
minus_modality_coverage,deformable_objects,deformable_gap,combined_stress,4,84,0.5476,0.5007,0.5615,0.1097,0.1023,0.1428,0.1924,0.5582
minus_modality_coverage,deformable_objects,deformable_gap,combined_stress,5,84,0.4881,0.4991,0.5589,0.1079,0.1109,0.1474,0.1924,0.5634
minus_modality_coverage,deformable_objects,deformable_gap,combined_stress,6,84,0.4286,0.4865,0.5551,0.106,0.1148,0.1441,0.1924,0.5633
minus_modality_coverage,deformable_objects,irreversible_side_effect_gap,combined_stress,0,84,0.5714,0.5012,0.5284,0.0936,0.1096,0.1431,0.1924,0.5622
minus_modality_coverage,deformable_objects,irreversible_side_effect_gap,combined_stress,1,84,0.5,0.5075,0.5522,0.102,0.1072,0.1434,0.1924,0.5594
minus_modality_coverage,deformable_objects,irreversible_side_effect_gap,combined_stress,2,84,0.5714,0.5079,0.5543,0.0961,0.1088,0.1335,0.1924,0.5666
minus_modality_coverage,deformable_objects,irreversible_side_effect_gap,combined_stress,3,84,0.5476,0.5081,0.5616,0.0938,0.1118,0.1462,0.1924,0.5536
minus_modality_coverage,deformable_objects,irreversible_side_effect_gap,combined_stress,4,84,0.6071,0.5163,0.5429,0.1003,0.1108,0.1465,0.1924,0.5704
minus_modality_coverage,deformable_objects,irreversible_side_effect_gap,combined_stress,5,84,0.5476,0.5029,0.5488,0.097,0.1019,0.1377,0.1924,0.549
minus_modality_coverage,deformable_objects,irreversible_side_effect_gap,combined_stress,6,84,0.5952,0.5169,0.5323,0.09,0.0994,0.1532,0.1924,0.5676
minus_modality_coverage,deformable_objects,combined_coverage_gap,combined_stress,0,84,0.5,0.4793,0.5547,0.1343,0.1139,0.1386,0.1924,0.5499
minus_modality_coverage,deformable_objects,combined_coverage_gap,combined_stress,1,84,0.4405,0.4754,0.5458,0.14,0.1266,0.1483,0.1924,0.5651
minus_modality_coverage,deformable_objects,combined_coverage_gap,combined_stress,2,84,0.5357,0.4803,0.5517,0.138,0.1255,0.1412,0.1924,0.5427
minus_modality_coverage,deformable_objects,combined_coverage_gap,combined_stress,3,84,0.5,0.4671,0.5294,0.1377,0.1173,0.1466,0.1924,0.5676
minus_modality_coverage,deformable_objects,combined_coverage_gap,combined_stress,4,84,0.5119,0.4624,0.544,0.1436,0.1311,0.1449,0.1924,0.5452
minus_modality_coverage,deformable_objects,combined_coverage_gap,combined_stress,5,84,0.5595,0.4747,0.5387,0.138,0.1184,0.1403,0.1924,0.5494
minus_modality_coverage,deformable_objects,combined_coverage_gap,combined_stress,6,84,0.4643,0.4718,0.5551,0.1486,0.122,0.1436,0.1924,0.5544
minus_failure_recovery_axis,single_arm_tabletop,nominal_coverage,combined_stress,0,84,0.5952,0.5932,0.5509,0.0204,0.0555,0.1499,0.1925,0.625
minus_failure_recovery_axis,single_arm_tabletop,nominal_coverage,combined_stress,1,84,0.6429,0.5998,0.5551,0.0269,0.0476,0.141,0.1925,0.6204
minus_failure_recovery_axis,single_arm_tabletop,nominal_coverage,combined_stress,2,84,0.5476,0.6032,0.5544,0.0276,0.0386,0.1422,0.1925,0.6117
minus_failure_recovery_axis,single_arm_tabletop,nominal_coverage,combined_stress,3,84,0.619,0.601,0.561,0.0229,0.0456,0.1455,0.1925,0.6218
minus_failure_recovery_axis,single_arm_tabletop,nominal_coverage,combined_stress,4,84,0.631,0.592,0.5551,0.0132,0.0493,0.1516,0.1925,0.6213
minus_failure_recovery_axis,single_arm_tabletop,nominal_coverage,combined_stress,5,84,0.5714,0.5826,0.5296,0.0225,0.0481,0.1418,0.1925,0.619
minus_failure_recovery_axis,single_arm_tabletop,nominal_coverage,combined_stress,6,84,0.5595,0.605,0.559,0.0249,0.054,0.1456,0.1925,0.6332
minus_failure_recovery_axis,single_arm_tabletop,contact_transition_gap,combined_stress,0,84,0.5833,0.5679,0.5584,0.053,0.1029,0.1447,0.1925,0.6259
minus_failure_recovery_axis,single_arm_tabletop,contact_transition_gap,combined_stress,1,84,0.6667,0.5721,0.554,0.0526,0.0887,0.1531,0.1925,0.6256
minus_failure_recovery_axis,single_arm_tabletop,contact_transition_gap,combined_stress,2,84,0.5476,0.5795,0.5641,0.0436,0.0867,0.1443,0.1925,0.6297
minus_failure_recovery_axis,single_arm_tabletop,contact_transition_gap,combined_stress,3,84,0.7262,0.5828,0.551,0.0458,0.0977,0.1529,0.1925,0.6274
minus_failure_recovery_axis,single_arm_tabletop,contact_transition_gap,combined_stress,4,84,0.5476,0.5678,0.5445,0.0506,0.0958,0.1461,0.1925,0.6257
